,Rk,Player,Class,Season,Pos,School,Conf,G,MP,MP.1,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,PER,TS%,eFG%,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,PProd,ORtg,DRtg,OWS,DWS,WS,OBPM,DBPM,BPM
80,75,Arsalan Kazemi,SR,2012-13,F,Oregon,Pac-12,35,1016,29.0,3.2,5.4,3.2,5.4,0.0,0.0,2.9,4.3,2.8,7.2,10.0,1.4,2.0,0.7,1.5,1.9,9.4,24.4,.627,.595,11.5,31.5,21.2,9.2,4.1,2.4,16.6,15.2,340,123.3,82.9,2.7,3.0,5.7,4.3,7.4,11.7
81,76,Mike Muscala,SR,2012-13,F,Bucknell,Patriot,34,1079,31.7,6.7,13.1,6.6,12.6,0.1,0.5,5.3,6.7,2.9,8.2,11.1,2.3,0.5,2.4,1.7,2.2,18.7,35.7,.575,.513,11.8,31.1,21.8,18.5,1.0,7.8,9.5,31.6,624,121.0,84.5,5.3,3.0,8.3,5.7,6.0,11.7
82,77,Lamar Patterson,SR,2013-14,G,Pittsburgh,ACC,36,1174,32.6,5.6,12.7,3.4,7.0,2.2,5.7,3.7,4.9,1.0,3.9,4.9,4.3,1.4,0.3,2.6,2.0,17.1,24.2,.569,.528,3.8,14.4,9.2,29.9,2.8,1.2,14.7,29.1,591,115.4,97.7,3.6,2.3,5.9,8.4,3.4,11.7
83,78,Taurean Prince,JR,2014-15,F,Baylor,Big 12,33,868,26.3,5.1,10.7,3.2,6.1,1.8,4.6,2.0,3.1,1.8,3.8,5.6,1.3,1.5,0.9,2.0,2.1,13.9,25.6,.571,.556,8.1,16.1,12.2,12.1,3.6,3.9,14.3,27.9,395,112.8,91.5,2.5,2.0,4.5,6.9,4.8,11.7
84,79,D'Angelo Russell,FR,2014-15,G,Ohio State,Big Ten,35,1188,33.9,6.6,14.7,3.9,8.1,2.7,6.6,3.4,4.5,1.0,4.7,5.7,5.0,1.6,0.3,2.9,2.1,19.3,26.6,.573,.541,3.6,15.4,9.8,30.1,2.8,1.1,14.8,30.2,671,115.7,94.5,4.4,2.4,6.8,8.7,3.0,11.7
85,80,Josh Hart,SO,2014-15,G,Villanova,Big East,36,917,25.5,3.4,6.7,2.0,3.6,1.4,3.1,1.8,2.7,1.8,2.7,4.5,1.5,1.1,0.4,1.1,2.1,10.1,22.2,.636,.622,9.0,12.1,10.6,11.6,2.7,1.7,11.7,18.9,350,128.8,94.5,3.2,1.9,5.0,7.5,4.1,11.6
88,81,Jonathan Holton,SR,2015-16,F,West Virginia,Big 12,31,717,23.1,3.4,6.4,3.0,4.9,0.4,1.5,1.7,2.6,3.6,3.9,7.6,1.4,1.0,0.3,1.2,2.7,8.9,23.1,.584,.561,16.7,21.3,18.8,11.7,2.4,1.8,13.6,17.5,292,125.8,93.1,2.2,1.6,3.8,6.4,5.2,11.6
89,82,Donovan Mitchell,SO,2016-17,G,Louisville,ACC,34,1098,32.3,5.3,13.1,3.0,6.4,2.4,6.6,2.6,3.2,1.1,3.8,4.9,2.7,2.1,0.5,1.6,2.6,15.6,21.7,.534,.498,3.7,12.9,8.3,16.0,3.7,1.7,10.2,24.6,503,116.1,94.0,3.0,2.4,5.4,6.8,4.8,11.6
90,83,Ben Simmons,FR,2015-16,F,Louisiana State,SEC,33,1151,34.9,6.5,11.7,6.5,11.6,0.0,0.1,6.0,9.0,3.1,8.6,11.8,4.8,2.0,0.8,3.4,2.8,19.2,29.0,.600,.561,9.6,26.8,18.2,27.4,3.1,2.5,17.4,26.4,674,117.2,98.4,3.9,2.1,6.0,6.3,5.3,11.6
91,84,Taylor Smith,SR,2012-13,F,Stephen F. Austin,Southland,32,1083,33.8,6.6,9.5,6.6,9.5,0.0,0.0,2.5,5.2,2.8,6.4,9.2,1.8,1.0,2.8,1.9,2.3,15.7,30.5,.653,.694,10.4,25.4,17.6,12.7,1.9,9.5,13.5,22.2,439,121.5,76.4,3.7,3.9,7.6,3.6,8.0,11.6
92,85,Jared Sullinger,SO,2011-12,F,Ohio State,Big Ten,37,1123,30.4,6.2,11.9,5.7,10.8,0.4,1.1,4.7,6.2,3.1,6.1,9.2,1.2,1.2,1.1,1.9,2.9,17.5,30.2,.591,.538,12.4,25.8,18.9,8.6,2.3,4.0,11.5,27.9,610,121.8,86.0,4.8,3.0,7.9,6.3,5.3,11.6
93,86,Fred VanVleet,JR,2014-15,G,Wichita State,MVC,35,1104,31.5,4.3,10.0,3.2,6.8,1.1,3.2,3.8,4.8,1.2,3.3,4.5,5.2,1.9,0.1,1.7,1.4,13.6,26.7,.552,.487,4.4,13.0,8.6,35.0,3.9,0.4,12.1,24.0,520,123.4,91.4,4.4,2.6,7.0,7.7,3.9,11.6
94,87,Tyler Zeller,SR,2011-12,F,North Carolina,ACC,38,1070,28.2,5.8,10.5,5.8,10.5,0.0,0.0,4.8,5.9,3.8,5.8,9.6,0.9,0.9,1.5,1.9,2.7,16.3,29.9,.616,.553,14.1,21.9,17.9,6.3,1.7,5.3,12.6,24.5,580,125.6,89.7,4.6,2.5,7.1,6.5,5.1,11.6
95,88,Chris Boucher,JR,2015-16,F,Oregon,Pac-12,38,981,25.8,4.2,7.8,3.2,4.7,1.0,3.0,2.7,3.9,2.7,4.7,7.4,0.4,0.8,2.9,1.1,2.7,12.1,27.9,.627,.605,12.5,20.3,16.5,2.9,1.8,11.8,10.5,20.6,432,128.5,93.5,3.4,2.2,5.6,5.5,6.0,11.5
96,89,Mikal Bridges,FR,2015-16,F,Villanova,Big East,40,813,20.3,2.2,4.1,1.6,2.2,0.6,1.9,1.5,1.9,0.9,2.3,3.2,0.9,1.1,0.7,0.6,2.2,6.4,18.4,.633,.591,5.7,12.5,9.3,7.5,3.1,3.6,10.7,14.5,247,128.7,92.8,2.0,1.9,3.9,5.2,6.3,11.5
97,90,Zach Collins,FR,2016-17,F,Gonzaga,WCC,39,673,17.3,3.5,5.3,3.2,4.8,0.3,0.5,2.8,3.8,1.7,4.2,5.9,0.4,0.5,1.8,1.5,2.7,10.0,30.9,.703,.676,12.0,23.2,18.3,4.4,1.5,9.8,17.8,24.8,360,125.1,79.4,2.6,2.4,5.0,4.0,7.5,11.5
98,91,Matt Costello,SR,2015-16,F,Michigan State,Big Ten,35,802,22.9,4.2,7.5,4.2,7.3,0.1,0.2,2.2,2.9,2.9,5.3,8.2,1.3,0.7,1.2,1.1,2.1,10.7,27.8,.599,.564,15.6,24.1,20.2,10.8,1.7,5.4,10.9,22.1,367,127.6,89.9,3.0,2.1,5.1,5.5,6.0,11.5
99,92,Buddy Hield,SR,2015-16,G,Oklahoma,Big 12,37,1309,35.4,8.1,16.2,4.2,7.5,4.0,8.7,4.8,5.4,1.2,4.5,5.7,2.0,1.1,0.5,3.1,2.1,25.0,28.2,.665,.623,4.0,13.0,8.8,12.7,1.8,1.4,14.0,30.2,803,123.8,101.5,5.6,2.0,7.6,10.3,1.2,11.5
100,93,D.J. Stephens,SR,2012-13,F,Memphis,CUSA,36,851,23.6,3.0,4.7,2.6,3.7,0.4,1.0,1.3,1.9,2.1,4.6,6.6,0.7,0.9,2.6,0.7,1.9,7.6,24.8,.672,.668,10.2,23.1,16.6,5.2,2.2,11.4,10.6,13.0,252,134.9,87.3,2.5,2.2,4.6,3.3,8.2,11.5
101,94,Briante Weber,SO,2012-13,G,Virginia Commonwealth,A-10,36,751,20.9,1.9,4.4,1.6,3.3,0.3,1.1,1.4,1.8,0.8,2.1,2.8,2.7,2.7,0.3,1.1,2.3,5.4,20.1,.511,.450,4.0,13.4,8.2,21.5,7.6,1.4,17.8,15.0,231,112.4,85.4,1.4,2.0,3.5,3.7,7.8,11.5
102,95,Josh Harrellson,SR,2010-11,F,Kentucky,SEC,38,1083,28.5,3.3,5.5,3.3,5.2,0.1,0.3,0.9,1.5,3.7,5.0,8.7,0.8,0.9,1.5,0.7,2.4,7.6,22.3,.616,.615,15.2,18.9,17.1,5.1,2.0,5.2,10.7,12.5,324,134.3,92.6,3.2,2.3,5.5,5.4,6.0,11.4
103,96,David Lighty,SR,2010-11,G,Ohio State,Big Ten,37,1186,32.1,4.1,8.8,2.8,5.6,1.4,3.2,2.4,3.8,1.3,2.7,4.0,3.3,1.5,0.5,1.6,1.9,12.1,20.9,.565,.546,5.2,10.3,7.8,18.5,2.9,1.6,12.8,20.3,460,120.5,94.0,3.6,2.4,6.0,6.5,4.8,11.4
104,97,Zeke Marshall,SR,2012-13,C,Akron,MAC,33,931,28.2,4.6,7.1,4.6,7.0,0.1,0.1,3.6,5.7,2.5,4.5,7.0,0.8,0.6,3.7,1.4,2.7,13.0,29.8,.661,.655,10.3,20.0,15.1,5.7,1.4,13.6,12.2,20.0,384,129.3,89.2,3.6,2.2,5.8,3.6,7.9,11.4
105,98,Royce O'Neale,SR,2014-15,F,Baylor,Big 12,33,1060,32.1,3.3,7.2,1.8,3.8,1.5,3.4,2.1,2.7,2.0,3.8,5.8,3.4,1.2,0.3,1.7,2.3,10.1,19.8,.597,.559,7.3,13.5,10.5,21.7,2.3,1.2,16.5,16.3,352,126.0,97.0,3.1,1.9,5.0,7.2,4.2,11.4
106,99,Jameel Warney,SR,2015-16,F,Stony Brook,AEC,33,1086,32.9,8.2,13.1,8.2,13.1,0.0,0.0,3.4,5.4,4.5,6.3,10.8,1.6,0.9,3.0,1.3,2.2,19.8,36.4,.633,.628,15.3,21.4,18.4,10.6,1.7,9.7,7.8,25.6,606,132.7,88.6,5.3,2.9,8.3,5.7,5.7,11.4
107,100,Kris Dunn,JR,2015-16,G,Providence,Big East,33,1088,33.0,5.6,12.5,4.3,9.0,1.3,3.4,4.0,5.8,1.1,4.2,5.3,6.2,2.5,0.6,3.5,2.8,16.4,23.2,.541,.499,3.5,14.7,9.0,41.8,4.3,1.9,18.8,28.0,576,106.1,94.8,2.2,2.3,4.5,5.6,5.7,11.3
0,101,Brad Wanamaker,SR,2010-11,G,Pittsburgh,Big East,34,1033,30.4,3.9,8.7,3.4,7.3,0.5,1.4,3.4,4.5,1.4,3.9,5.2,5.1,1.4,0.4,2.3,2.1,11.7,22.6,.539,.475,5.4,14.1,9.9,32.4,3.0,1.3,17.2,22.3,446,117.5,93.7,3.3,2.1,5.4,6.1,5.2,11.3
1,102,Cody Zeller,SO,2012-13,F,Indiana,Big Ten,36,1062,29.5,5.5,9.8,5.5,9.8,0.0,0.1,5.4,7.2,2.8,5.2,8.0,1.3,1.0,1.3,2.3,2.2,16.5,29.8,.624,.564,12.3,20.4,16.6,9.5,2.1,4.4,14.5,26.5,567,124.5,89.5,4.8,2.5,7.3,6.1,5.2,11.3
2,103,Gary Clark,JR,2016-17,F,Cincinnati,AAC,36,1031,28.6,4.0,7.6,3.6,6.3,0.4,1.4,2.3,3.3,2.9,4.9,7.8,2.1,1.0,1.1,1.2,1.9,10.8,24.9,.584,.553,12.1,19.5,15.9,14.0,2.1,4.4,11.2,18.7,409,126.9,91.9,3.4,2.4,5.8,5.1,6.1,11.2
3,104,Gary Clark,SO,2015-16,F,Cincinnati,AAC,33,1002,30.4,3.8,7.4,3.4,6.6,0.4,0.8,2.4,3.5,3.4,5.4,8.8,2.1,1.2,1.5,1.3,2.3,10.4,24.3,.578,.545,12.8,19.5,16.2,13.9,2.5,5.4,12.4,17.3,368,125.3,91.0,2.9,2.5,5.4,4.4,6.8,11.2
4,105,Nigel Hayes,SO,2014-15,F,Wisconsin,Big Ten,40,1319,33.0,4.2,8.4,3.2,5.8,1.0,2.5,3.1,4.2,2.1,4.1,6.2,2.0,0.9,0.4,1.3,1.9,12.4,23.1,.601,.557,8.7,15.8,12.3,11.9,1.7,1.3,11.0,20.4,510,127.7,98.3,4.9,2.2,7.1,7.6,3.6,11.2
5,106,Rondae Hollis-Jefferson,SO,2014-15,F,Arizona,Pac-12,38,1090,28.7,3.6,7.2,3.5,6.5,0.2,0.8,3.8,5.4,2.0,4.8,6.8,1.6,1.2,0.8,1.6,2.5,11.2,21.8,.573,.513,9.0,20.1,14.8,10.1,2.4,3.4,13.7,20.5,435,118.5,87.8,3.1,2.9,5.9,4.4,6.8,11.2
6,107,Kennedy Meeks,SR,2016-17,F,North Carolina,ACC,40,973,24.3,5.2,9.3,5.2,9.3,0.0,0.0,2.2,3.6,3.8,5.7,9.5,1.0,1.0,1.2,1.2,2.4,12.5,28.2,.569,.554,16.5,25.0,20.7,7.6,2.1,5.4,9.8,22.7,485,123.8,92.3,3.4,2.3,5.6,5.2,6.1,11.2
7,108,Marcus Morris,JR,2010-11,F,Kansas,Big 12,38,1076,28.3,6.3,11.1,5.6,9.1,0.7,2.0,3.9,5.7,2.6,5.0,7.6,1.6,0.8,0.6,1.8,2.6,17.2,29.3,.625,.601,11.5,19.0,15.5,11.4,1.7,2.4,11.4,26.9,600,126.5,92.5,4.9,2.3,7.2,7.8,3.4,11.2
8,109,Jakob Poeltl,SO,2015-16,F,Utah,Pac-12,36,1093,30.4,6.3,9.8,6.3,9.8,0.0,0.0,4.6,6.6,2.8,6.3,9.1,1.9,0.6,1.6,2.1,2.3,17.2,31.1,.666,.646,11.9,22.1,17.4,13.9,1.1,5.0,13.7,25.7,597,128.8,98.5,4.9,1.9,6.8,6.8,4.4,11.2
9,110,Jarrod Uthoff,JR,2014-15,F,Iowa,Big Ten,34,1031,30.3,4.6,10.7,3.0,6.4,1.6,4.3,1.6,2.2,1.8,4.6,6.4,1.7,1.1,1.6,1.0,1.5,12.4,22.8,.529,.504,6.7,17.2,12.0,12.8,2.3,6.2,8.1,22.0,392,115.8,93.3,2.6,2.2,4.8,5.3,5.9,11.2
10,111,Nicholas Baer,SO,2016-17,F,Iowa,Big Ten,34,808,23.8,2.7,6.0,1.3,2.6,1.4,3.4,0.8,1.3,2.0,3.7,5.8,1.7,1.4,1.3,0.8,2.3,7.5,20.3,.569,.562,9.3,16.5,13.0,12.6,3.3,5.3,10.8,14.7,268,123.2,99.5,1.8,1.4,3.2,5.3,5.7,11.1
11,112,Ron Baker,SR,2015-16,G,Wichita State,MVC,35,1106,31.6,4.6,10.8,2.7,5.5,1.8,5.2,3.1,3.9,0.5,4.3,4.8,3.2,1.5,0.6,1.5,1.4,14.0,21.9,.557,.509,1.9,16.1,8.7,21.7,2.9,2.5,10.9,23.1,468,116.0,87.9,2.9,3.1,5.9,5.6,5.5,11.1
12,113,Malcolm Brogdon,SR,2015-16,G,Virginia,ACC,37,1263,34.1,6.2,13.6,4.2,8.4,2.0,5.2,3.8,4.2,0.5,3.5,4.1,3.1,0.9,0.2,1.4,2.1,18.2,25.1,.585,.532,2.1,13.3,7.9,19.5,1.8,0.9,8.3,28.4,627,122.3,99.9,4.9,2.1,7.0,8.5,2.6,11.1
13,114,Gorgui Dieng,SO,2011-12,C,Louisville,Big East,40,1312,32.8,3.6,6.9,3.6,6.9,0.0,0.1,1.8,2.7,3.5,5.6,9.1,1.1,1.2,3.2,2.0,3.3,9.1,19.9,.556,.527,11.7,19.7,15.7,6.6,2.1,10.4,19.6,15.5,375,106.9,85.8,1.8,3.6,5.4,0.8,10.3,11.1
14,115,Sir'Dominic Pointer,SR,2014-15,G,St. John's (NY),Big East,33,1143,34.6,5.3,10.1,5.2,9.4,0.1,0.8,3.0,4.2,1.9,5.7,7.7,3.0,1.9,2.4,2.0,3.0,13.7,24.7,.566,.527,6.3,17.2,11.9,18.0,3.3,7.4,14.2,21.0,465,113.8,94.2,2.8,2.4,5.2,3.7,7.4,11.1
15,116,Russ Smith,SR,2013-14,G,Louisville,AAC,37,1084,29.3,6.1,13.0,4.2,8.1,1.9,4.9,4.1,5.9,0.8,2.5,3.3,4.6,2.0,0.1,2.8,2.5,18.2,26.2,.576,.541,2.9,9.6,6.2,31.6,4.0,0.4,15.2,30.7,662,116.9,89.8,3.9,2.9,6.7,7.9,3.2,11.1
16,117,Tristan Thompson,FR,2010-11,F,Texas,Big 12,36,1104,30.7,4.8,8.8,4.8,8.8,0.0,0.0,3.5,7.3,3.8,4.0,7.8,1.3,0.9,2.4,1.8,2.8,13.1,24.2,.536,.546,14.0,13.7,13.8,8.1,1.8,7.2,12.7,22.4,475,112.5,89.3,2.8,2.7,5.5,3.9,7.2,11.1
17,118,Jordan Bell,FR,2014-15,F,Oregon,Pac-12,35,831,23.7,2.4,4.0,2.4,4.0,0.0,0.0,0.3,0.6,1.9,4.2,6.1,1.3,0.8,2.7,1.1,2.7,5.1,19.2,.592,.597,9.6,19.3,14.7,9.8,2.0,11.5,19.8,11.5,205,116.0,95.8,1.3,1.6,2.9,1.6,9.3,11.0
18,119,Jock Landale,JR,2016-17,C,Saint Mary's (CA),WCC,34,962,28.3,6.7,11.0,6.6,10.5,0.1,0.5,3.4,4.6,3.0,6.4,9.5,1.7,0.3,1.2,2.1,2.6,16.9,33.3,.640,.616,14.9,27.4,21.6,14.4,0.7,4.5,13.8,30.8,539,124.3,90.2,4.5,2.5,6.9,6.2,4.8,11.0
19,120,Matt Stainbrook,SR,2014-15,C,Xavier,Big East,37,987,26.7,4.7,7.6,4.6,7.5,0.0,0.1,2.9,3.8,2.0,5.0,6.9,2.4,0.6,0.6,2.0,2.5,12.3,25.3,.651,.615,9.6,22.2,16.1,19.6,1.4,2.9,17.3,22.7,449,122.3,99.5,3.5,1.5,5.0,6.4,4.5,11.0
22,121,Derrick Walton,SR,2016-17,G,Michigan,Big Ten,38,1323,34.8,4.5,10.3,1.9,4.2,2.6,6.1,3.9,4.5,0.4,4.3,4.8,4.9,1.1,0.0,1.7,1.7,15.5,24.3,.623,.561,1.7,16.2,9.1,27.1,2.0,0.1,12.3,23.0,629,128.5,104.0,5.5,1.7,7.1,9.1,2.0,11.0
23,122,Jeff Brooks,SR,2010-11,F,Penn State,Big Ten,33,1085,32.9,5.3,9.6,4.5,7.6,0.8,2.0,1.8,2.4,2.3,4.1,6.3,1.7,0.8,1.4,1.6,2.3,13.1,24.6,.610,.590,9.0,16.0,12.5,13.0,1.7,5.2,13.2,21.7,411,120.2,102.7,3.4,1.3,4.7,6.1,4.9,10.9
24,123,John Brown,SR,2015-16,F,High Point,Big South,28,830,29.6,7.6,12.6,7.5,12.5,0.0,0.0,4.4,6.3,3.3,3.9,7.1,2.2,1.7,1.8,1.7,2.1,19.6,36.9,.629,.604,13.3,15.6,14.5,17.4,3.4,6.9,9.9,29.9,521,128.7,98.9,4.3,1.5,5.7,7.5,3.3,10.9
25,124,Jae Crowder,JR,2010-11,F,Marquette,Big East,37,1021,27.6,4.3,8.8,3.1,5.6,1.1,3.2,2.1,3.4,2.2,4.5,6.8,1.6,1.3,0.9,0.8,2.3,11.8,24.2,.564,.549,9.5,18.7,14.2,11.4,2.8,3.3,7.2,20.2,415,124.5,97.4,3.4,1.7,5.1,7.0,3.9,10.9
26,125,Jerai Grant,SR,2010-11,F,Clemson,ACC,34,923,27.1,4.6,8.1,4.6,8.1,0.0,0.0,3.2,4.5,2.6,4.1,6.7,0.8,1.0,2.3,1.5,2.2,12.4,28.1,.608,.571,11.8,17.6,14.7,6.9,2.3,9.5,12.6,22.6,395,121.2,89.7,3.1,2.2,5.3,3.6,7.3,10.9
27,126,Jonathan Isaac,FR,2016-17,F,Florida State,ACC,32,839,26.2,4.1,8.0,3.1,5.2,1.0,2.8,2.9,3.7,1.8,6.1,7.8,1.2,1.2,1.5,1.5,2.2,12.0,24.6,.614,.568,7.7,25.0,16.7,7.5,2.4,6.2,13.3,20.3,364,122.2,93.6,2.4,1.9,4.3,4.7,6.2,10.9
28,127,Derrick Marks,SR,2014-15,G,Boise State,MWC,32,998,31.2,7.2,14.6,5.1,9.8,2.1,4.9,2.8,3.7,0.5,3.2,3.7,3.0,1.8,0.4,2.1,2.3,19.4,30.2,.593,.566,2.1,12.9,7.6,26.1,3.8,1.7,11.5,33.5,573,117.1,92.4,4.1,2.2,6.4,7.9,2.9,10.9
29,128,Javon McCrea,FR,2010-11,F,Buffalo,MAC,34,733,21.6,4.9,7.7,4.9,7.7,0.0,0.0,2.0,3.9,3.0,3.5,6.5,1.7,1.3,1.7,2.1,2.3,11.8,32.8,.612,.631,17.2,18.6,17.9,19.1,3.5,8.5,17.9,27.5,390,114.8,88.7,2.5,1.8,4.4,5.1,5.8,10.9
30,129,Jeremy Morgan,JR,2015-16,G,Northern Iowa,MVC,36,1160,32.2,3.6,7.3,2.2,3.9,1.4,3.4,2.8,3.4,1.2,4.1,5.3,2.3,1.9,0.9,1.4,2.4,11.3,22.1,.628,.580,4.8,15.1,10.2,15.1,3.8,3.3,13.4,18.6,423,122.2,94.5,3.2,2.5,5.7,5.5,5.5,10.9
31,130,Jahlil Okafor,FR,2014-15,C,Duke,ACC,38,1143,30.1,7.3,11.1,7.3,11.1,0.0,0.0,2.6,5.1,3.5,4.9,8.5,1.3,0.8,1.4,2.5,2.1,17.3,30.7,.641,.664,14.8,18.2,16.6,9.4,1.5,4.5,15.6,27.6,609,119.9,95.4,4.5,2.2,6.7,6.8,4.1,10.9
32,131,James Southerland,SR,2012-13,F,Syracuse,Big East,34,1003,29.5,4.7,10.5,2.3,4.3,2.5,6.2,1.3,1.7,1.3,3.9,5.2,1.1,1.4,0.8,1.1,2.3,13.3,22.8,.586,.567,4.9,16.0,10.2,7.7,3.0,3.5,9.2,21.3,381,121.9,89.3,3.2,2.3,5.5,7.0,3.9,10.9
33,132,Kyle Anderson,SO,2013-14,G,UCLA,Pac-12,36,1196,33.2,5.0,10.5,4.3,8.9,0.8,1.6,3.8,5.2,1.3,7.5,8.8,6.5,1.8,0.8,3.1,1.7,14.6,24.7,.566,.517,4.5,25.5,15.4,34.3,3.1,2.7,19.1,24.1,603,113.4,95.4,3.1,2.6,5.6,4.7,6.2,10.8
34,133,Ron Baker,SO,2013-14,G,Wichita State,MVC,36,1075,29.9,4.1,8.9,2.2,3.9,1.9,5.0,3.1,3.7,0.8,3.1,3.8,3.1,1.4,0.6,1.7,1.8,13.1,22.9,.616,.563,3.0,11.4,7.4,21.5,2.9,2.5,13.7,21.7,458,125.2,92.7,3.6,2.6,6.1,6.8,4.0,10.8
35,134,Deyonta Davis,FR,2015-16,F,Michigan State,Big Ten,35,650,18.6,3.4,5.7,3.4,5.7,0.0,0.0,0.7,1.1,2.1,3.4,5.5,0.7,0.3,1.8,0.9,2.3,7.5,23.9,.601,.598,13.5,19.0,16.5,7.5,0.8,10.2,12.1,19.2,242,121.4,90.9,1.7,1.6,3.3,3.2,7.5,10.8
36,135,Ryan Kelly,SO,2010-11,F,Duke,ACC,37,743,20.1,2.6,5.0,2.0,3.1,0.6,1.9,0.9,1.1,1.1,2.6,3.7,0.8,0.7,1.4,0.8,2.1,6.6,19.0,.602,.576,6.6,13.4,10.2,7.3,1.9,6.1,12.8,15.3,235,122.2,91.2,1.8,1.7,3.4,4.2,6.6,10.8
37,136,Tyrus McGee,SR,2012-13,G,Iowa State,Big 12,35,841,24.0,4.5,9.2,1.7,3.3,2.7,5.9,1.4,1.7,0.9,2.6,3.5,1.3,1.1,0.3,0.9,1.8,13.1,25.8,.655,.637,4.2,13.1,8.6,11.1,2.7,1.3,7.9,22.2,386,133.4,100.8,3.7,1.1,4.7,9.8,1.0,10.8
38,137,Dane Pineau,JR,2015-16,F,Saint Mary's (CA),WCC,35,938,26.8,5.0,7.5,4.9,7.2,0.1,0.3,1.3,2.4,2.7,5.3,8.1,1.4,0.8,1.5,1.2,2.8,11.3,28.3,.654,.670,14.0,22.3,18.5,10.8,1.8,5.7,12.0,20.6,388,129.9,92.0,3.5,2.3,5.8,5.4,5.5,10.8
39,138,Carleton Scott,SR,2010-11,F,Notre Dame,Big East,30,937,31.2,3.9,8.6,2.4,4.3,1.5,4.3,1.9,2.1,1.5,6.0,7.4,2.1,0.8,1.9,1.4,2.4,11.2,21.8,.586,.545,5.8,20.9,13.8,14.1,1.5,6.3,12.5,18.7,322,119.8,95.6,2.5,1.7,4.2,5.0,5.8,10.8
40,139,Kyle Wiltjer,JR,2014-15,F,Gonzaga,WCC,38,1049,27.6,6.4,11.8,4.6,7.9,1.8,3.8,2.3,2.9,1.3,4.8,6.2,1.9,0.5,0.7,1.1,1.6,16.8,30.7,.638,.616,6.5,18.4,13.1,14.1,1.1,2.4,7.9,27.6,561,131.6,94.3,5.3,2.2,7.5,8.3,2.4,10.8
41,140,Norris Cole,SR,2010-11,G,Cleveland State,Horizon,36,1285,35.7,7.0,15.9,5.6,11.8,1.4,4.1,6.3,7.4,0.8,5.1,5.8,5.3,2.2,0.1,2.7,2.4,21.7,30.0,.558,.483,2.5,16.5,9.5,37.0,3.7,0.3,12.2,32.1,788,117.7,92.8,5.6,2.7,8.3,8.0,2.7,10.7
44,141,Jackson Emery,SR,2010-11,G,Brigham Young,MWC,37,1202,32.5,4.1,9.6,1.6,2.7,2.5,6.9,1.8,2.2,0.4,3.1,3.5,2.6,2.7,0.2,0.9,2.6,12.5,20.4,.588,.556,1.4,10.3,5.9,14.5,4.7,0.7,8.2,17.3,432,125.0,92.7,3.4,2.6,5.9,6.8,3.9,10.7
45,142,Jacob Evans,SO,2016-17,G,Cincinnati,AAC,36,1138,31.6,4.7,9.9,2.8,5.3,1.9,4.6,2.3,3.1,1.5,2.7,4.1,2.7,1.3,0.8,1.3,2.1,13.6,22.8,.596,.570,5.5,9.7,7.6,16.2,2.5,3.1,9.9,20.7,466,126.6,96.5,3.8,2.2,6.0,6.7,4.0,10.7
46,143,Michael Frazier,SO,2013-14,G,Florida,SEC,39,1188,30.5,4.1,8.8,1.0,2.0,3.0,6.8,1.2,1.5,0.6,2.9,3.5,1.1,1.1,0.2,1.2,1.6,12.4,19.0,.649,.631,2.3,11.6,7.0,7.7,2.3,0.7,11.0,18.9,399,126.7,94.3,3.3,2.7,6.0,7.4,3.3,10.7
47,144,Josh Jackson,FR,2016-17,G,Kansas,Big 12,35,1077,30.8,6.3,12.3,5.3,9.7,1.0,2.6,2.8,4.9,2.3,5.1,7.4,3.0,1.7,1.1,2.8,3.0,16.3,24.1,.559,.552,8.7,17.4,13.3,18.2,3.1,3.5,15.9,27.2,572,110.7,96.0,2.7,2.2,4.9,5.1,5.7,10.7
48,145,Frank Mason,SR,2016-17,G,Kansas,Big 12,36,1301,36.1,6.7,13.7,4.4,8.8,2.3,4.8,5.3,6.6,0.6,3.6,4.2,5.2,1.3,0.1,2.4,2.0,20.9,25.5,.622,.573,2.0,10.4,6.4,26.1,2.0,0.2,12.4,25.6,746,128.4,103.4,5.8,1.7,7.5,9.2,1.5,10.7
49,146,Monte Morris,SR,2016-17,G,Iowa State,Big 12,35,1237,35.3,6.2,13.3,4.6,9.2,1.5,4.1,2.5,3.2,1.1,3.7,4.8,6.2,1.5,0.3,1.2,1.5,16.4,24.7,.555,.523,3.7,11.3,7.6,32.0,2.4,0.8,7.5,22.8,645,126.1,103.0,4.8,1.7,6.5,7.8,2.9,10.7
50,147,Lamar Patterson,JR,2012-13,G,Pittsburgh,Big East,33,892,27.0,3.5,7.5,2.4,4.2,1.1,3.3,1.9,2.9,1.2,3.2,4.3,2.8,1.2,0.3,1.8,2.2,10.0,20.6,.562,.538,5.4,16.2,10.6,21.2,3.0,1.4,16.7,21.5,326,113.4,91.5,2.3,1.9,4.2,6.4,4.3,10.7
51,148,Mason Plumlee,SR,2012-13,F,Duke,ACC,36,1248,34.7,6.1,10.3,6.1,10.3,0.0,0.0,4.8,7.1,2.7,7.2,9.9,1.9,1.0,1.4,2.9,2.6,17.1,26.3,.628,.599,9.7,25.1,17.4,11.5,1.7,4.0,17.4,24.5,605,117.2,92.2,4.3,2.6,6.9,4.9,5.7,10.7
